source_dataset,image_path,source_label,canonical_label,split_role,include_in_known_training,notes,split
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1195.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_201.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 400.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 368.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 769.jpg,plastic,plastic,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_344.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1765.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1084.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_650.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1838.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_25.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 822.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 2332.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/glass/glass322.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1248.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1937.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1145.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_302.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 851.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Metal/Metal_207.jpg,metal,metal,known,true,Known 5-class label if present,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_41.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_124.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1227.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 2212.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1105.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1188.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1257.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Metal/Metal_622.jpg,metal,metal,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 2240.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/glass/glass75.jpg,glass,glass,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/metal/metal367.jpg,metal,metal,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/glass/glass132.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_819.jpg,plastic,plastic,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Paper/Paper_352.jpg,paper,paper,known,true,Known 5-class label if present,known_train
trashnet,ml/data/raw/trashnet/glass/glass40.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 631.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 573.jpg,paper,paper,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/cardboard/cardboard268.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_409.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1924.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_162.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_659.jpg,paper,paper,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Paper/Paper_3.jpg,paper,paper,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1021.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1035.jpg,plastic,plastic,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Metal/Metal_14.jpg,metal,metal,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1536.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1216.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_550.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_290.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1133.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 2551.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_342.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1017.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 191.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 2502.jpg,metal,metal,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/plastic/plastic116.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 2318.jpg,metal,metal,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_81.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
trashnet,ml/data/raw/trashnet/cardboard/cardboard340.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 814.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1157.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_330.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 738.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1222.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1016.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 146.jpg,glass,glass,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Metal/Metal_477.jpg,metal,metal,known,true,Known 5-class label if present,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_406.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1641.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_251.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 985.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1528.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 628.jpg,glass,glass,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/paper/paper47.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1176.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 726.jpg,glass,glass,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/plastic/plastic436.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 2496.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_157.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/paper/paper436.jpg,paper,paper,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/plastic/plastic479.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/cardboard/cardboard132.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 211.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 863.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Paper/Paper_214.jpg,paper,paper,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/metal/metal 869.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 1027.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 373.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 2091.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_458.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_755.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_176.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 2380.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1809.jpg,metal,metal,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_334.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_193.jpg,metal,metal,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Paper/Paper_289.jpg,paper,paper,known,true,Known 5-class label if present,known_train
trashnet,ml/data/raw/trashnet/paper/paper8.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_645.jpg,paper,paper,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_354.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train
realwaste,ml/data/raw/realwaste/Glass/Glass_24.jpg,glass,glass,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1164.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_663.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 132.jpg,paper,paper,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_578.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1318.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 680.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_613.jpg,metal,metal,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/cardboard/cardboard369.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 2197.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_511.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_678.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1772.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1337.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_463.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_219.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1775.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Paper/Paper_155.jpg,paper,paper,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_1178.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_520.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/paper/paper531.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 2439.jpg,glass,glass,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/metal/metal163.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1754.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 2528.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 360.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1919.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_721.jpg,metal,metal,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Glass/Glass_380.jpg,glass,glass,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/glass/glass 1583.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1574.jpg,metal,metal,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_433.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_144.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1647.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Glass/Glass_60.jpg,glass,glass,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/paper/paper 2443.jpg,paper,paper,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/plastic/plastic362.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1154.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_726.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_763.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 854.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_261.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 346.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_29.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1838.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_10.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_449.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1485.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/paper/paper367.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1922.jpg,paper,paper,known,true,Known 5-class label,known_train
